date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel
2020-03-23,,TG,,84,1,9,,,2,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-24,,TG,,93,3,12,,,2,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-25,,TG,,110,1,11,,,4,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-26,,TG,,115,3,14,,,4,3,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-27,,TG,,129,2,15,,,5,4,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-28,,TG,,138,3,18,,,5,4,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-29,,TG,,146,4,21,,,6,6,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-30,,TG,,156,5,22,,,10,6,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-03-31,,TG,,167,2,23,,,11,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-01,,TG,,183,1,22,,,13,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-02,,TG,,195,4,25,,,14,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-03,,TG,,207,5,26,,,18,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-04,,TG,,213,2,25,,,21,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-05,,TG,,218,0,24,,,22,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-06,10:00,TG,,227,5,28,14,,23,7,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-07,10:00,TG,,248,2,29,13,,24,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-08,10:00,TG,,260,1,30,15,,24,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-09,10:00,TG,,266,1,28,12,,27,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-10,10:00,TG,,280,0,27,13,,28,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-11,10:00,TG,,285,1,26,14,,30,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-12,10:00,TG,,292,2,24,14,,34,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-13,10:00,TG,,295,2,24,17,,36,8,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-14,10:00,TG,,301,2,24,16,,38,10,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-15,12:00,TG,,309,1,24,14,,39,11,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-16,10:30,TG,,320,0,21,14,,42,11,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-17,09:30,TG,,329,1,20,13,,44,12,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-18,10:30,TG,,332,0,20,12,,44,13,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-19,10:00,TG,,334,0,20,12,,44,13,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-20,10:00,TG,,338,0,20,12,,44,13,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-21,10:00,TG,,340,0,18,12,,46,13,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-22,10:00,TG,,351,2,19,9,,47,14,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-23,10:00,TG,,357,1,20,9,,47,14,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-24,10:00,TG,,358,0,18,9,,49,14,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-25,10:00,TG,,359,0,17,8,,50,14,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-26,10:00,TG,,359,0,17,8,,50,16,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-27,10:00,TG,,360,0,14,8,,53,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-28,10:00,TG,,362,0,10,8,,57,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-29,10:00,TG,,363,1,10,7,,58,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-04-30,10:00,TG,,365,0,10,6,,58,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-01,10:00,TG,,370,1,11,6,,58,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-02,10:00,TG,,370,0,11,5,,58,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-03,10:00,TG,,371,0,11,5,,58,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-04,10:00,TG,,371,0,10,5,,59,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-05,10:00,TG,,372,0,10,6,,59,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-06,10:00,TG,,373,0,9,6,,60,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-07,10:00,TG,,373,0,9,6,,60,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-08,10:00,TG,,373,1,9,5,,61,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-09,10:00,TG,,374,0,9,5,,61,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-10,10:00,TG,,374,0,9,5,,61,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-11,10:00,TG,,374,0,9,5,,61,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-12,10:00,TG,,374,0,7,5,,63,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-13,10:00,TG,,376,0,6,4,,64,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-14,10:00,TG,,377,0,6,4,,64,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-15,10:00,TG,,377,0,5,4,,65,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-16,10:00,TG,,377,0,5,4,,65,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-17,10:00,TG,,377,0,5,4,,65,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-18,10:00,TG,,377,0,5,4,,65,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-19,10:00,TG,,377,0,5,4,,65,17,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-20,10:00,TG,,377,0,5,4,,65,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-21,10:00,TG,,377,0,5,4,,65,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-22,10:00,TG,,378,0,5,4,,65,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-23,10:00,TG,,378,0,4,3,,66,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-24,10:00,TG,,378,0,4,2,,66,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-25,10:00,TG,,378,0,3,2,,67,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-26,10:00,TG,,378,0,2,2,,68,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-27,10:00,TG,,378,0,2,2,,68,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-28,10:00,TG,,379,0,1,1,,69,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-29,10:00,TG,,379,0,0,1,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-30,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-05-31,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-01,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-02,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-03,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-04,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-05,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-06,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-07,10:00,TG,,381,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-08,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-09,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-10,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-11,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-12,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-13,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-14,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-15,10:00,TG,,382,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-16,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-17,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-18,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-19,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-20,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-21,10:00,TG,,383,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-22,10:00,TG,,384,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-23,10:00,TG,,385,0,0,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-24,10:00,TG,,387,2,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-25,10:00,TG,,389,0,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-26,10:00,TG,,391,0,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-27,10:00,TG,,391,0,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-28,10:00,TG,,392,0,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-29,10:00,TG,,393,0,2,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-06-30,10:00,TG,,396,1,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-01,10:00,TG,,399,0,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-02,10:00,TG,,400,0,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-03,10:00,TG,,400,0,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-04,10:00,TG,,401,0,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-05,10:00,TG,,402,0,3,0,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-06,10:00,TG,,402,0,3,1,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-07,10:00,TG,,404,1,4,1,,70,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-08,10:00,TG,,408,0,3,1,,71,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-09,10:00,TG,,408,1,4,1,,71,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-10,10:00,TG,,408,0,4,1,,71,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-11,10:00,TG,,409,0,4,1,,71,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-12,10:00,TG,,410,0,3,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-13,10:00,TG,,411,1,4,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-14,10:00,TG,,414,0,4,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-15,10:00,TG,,422,0,4,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-16,10:00,TG,,425,0,4,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-17,10:00,TG,,428,0,4,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-18,10:00,TG,,430,1,5,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-19,10:00,TG,,434,0,5,1,,72,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-20,10:00,TG,,434,0,2,1,,75,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-21,10:00,TG,,436,0,2,1,,75,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-22,10:00,TG,,441,0,2,1,,75,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-23,10:00,TG,,443,1,2,0,,76,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-24,10:00,TG,,446,0,1,0,,77,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-25,10:00,TG,,450,0,1,0,,77,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-26,10:00,TG,,452,0,1,0,,77,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-27,10:00,TG,,453,0,1,0,,77,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-28,10:00,TG,,456,0,0,0,,78,18,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-29,10:00,TG,,459,2,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-30,10:00,TG,,463,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-07-31,10:00,TG,,465,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-01,10:00,TG,,466,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-02,10:00,TG,,468,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-03,10:00,TG,,469,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-04,10:00,TG,,470,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-05,10:00,TG,,473,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-06,10:00,TG,,476,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-07,10:00,TG,,479,0,2,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-08,10:00,TG,,486,1,3,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-09,10:00,TG,,493,0,3,0,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-10,10:00,TG,,500,0,3,1,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-11,10:00,TG,,502,0,3,1,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-12,10:00,TG,,507,1,4,1,,78,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-13,10:00,TG,,517,0,3,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-14,10:00,TG,,522,1,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-15,10:00,TG,,524,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-16,10:00,TG,,529,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-17,10:00,TG,,532,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,54,,
2020-08-18,10:00,TG,,544,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,45,,
2020-08-19,10:00,TG,,546,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,45,,
2020-08-20,10:00,TG,,550,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,47,,
2020-08-21,10:00,TG,,556,0,4,1,,79,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,39,,
2020-08-22,10:00,TG,,556,0,3,1,,80,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-23,10:00,TG,,557,0,3,1,,80,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-24,10:00,TG,,561,0,2,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,32,,
2020-08-25,10:00,TG,,566,0,2,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,28,,
2020-08-26,10:00,TG,,567,0,2,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,30,,
2020-08-27,10:00,TG,,567,0,2,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,27,,
2020-08-28,10:00,TG,,575,1,3,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,23,,
2020-08-29,10:00,TG,,577,1,4,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-30,10:00,TG,,577,0,4,1,,81,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-08-31,10:00,TG,,577,0,3,1,,82,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,30,,
2020-09-01,10:00,TG,,581,0,3,1,,82,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,25,,
2020-09-02,10:00,TG,,582,2,5,1,,82,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,27,,
2020-09-03,10:00,TG,,587,0,5,1,,82,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,26,,
2020-09-04,10:00,TG,,590,0,4,1,,83,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,23,,
2020-09-05,10:00,TG,,590,0,4,1,,83,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-06,10:00,TG,,590,0,4,1,,83,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-07,10:00,TG,,593,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,23,,
2020-09-08,10:00,TG,,605,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,13,,
2020-09-09,10:00,TG,,611,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,18,,
2020-09-10,10:00,TG,,623,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,26,,
2020-09-11,10:00,TG,,632,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,31,,
2020-09-12,10:00,TG,,637,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-13,10:00,TG,,638,0,3,1,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-14,10:00,TG,,641,0,3,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,55,,
2020-09-15,10:00,TG,,660,0,3,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,55,,
2020-09-16,10:00,TG,,662,0,3,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,53,,
2020-09-17,10:00,TG,,674,0,3,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,61,,
2020-09-18,10:00,TG,,686,1,4,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,65,,
2020-09-19,10:00,TG,,687,0,4,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-20,10:00,TG,,687,0,4,2,,84,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-21,10:00,TG,,689,1,4,2,,85,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,71,,
2020-09-22,10:00,TG,,690,0,3,2,,86,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,43,,
2020-09-23,10:00,TG,,696,1,4,2,,86,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,40,,
2020-09-24,10:00,TG,,699,0,4,2,,86,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,32,,
2020-09-25,10:00,TG,,705,0,4,2,,86,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,32,,
2020-09-26,10:00,TG,,707,0,3,2,,87,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-27,10:00,TG,,712,1,4,2,,87,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-09-28,10:00,TG,,715,0,3,2,,88,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,35,,
2020-09-29,10:00,TG,,722,1,4,2,,88,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,29,,
2020-09-30,10:00,TG,,731,0,3,1,,89,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,33,,
2020-10-01,10:00,TG,,737,1,4,1,,89,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,38,,
2020-10-02,10:00,TG,,751,0,4,1,,89,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,38,,
2020-10-03,10:00,TG,,762,0,4,1,,89,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
2020-10-04,10:00,TG,,769,0,4,1,,89,19,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552,,,
