date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source,current_quarantined_total
2020-09-15,14:30,ZH,,7074,28,10,9,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-16,14:30,ZH,,7137,25,11,9,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-17,14:30,ZH,,7222,27,11,9,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-18,14:30,ZH,,7303,25,10,8,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-19,14:30,ZH,,7346,23,12,8,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-20,14:30,ZH,,7400,27,11,8,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-21,14:30,ZH,,7441,23,8,6,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-22,14:30,ZH,,7485,26,8,6,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-23,14:30,ZH,,7545,28,9,6,,145,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-24,14:30,ZH,,7605,29,11,7,,146,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-25,14:30,ZH,,7671,33,10,8,,146,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-26,14:30,ZH,,7747,32,11,8,,146,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-27,14:30,ZH,,7779,32,11,8,,147,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-28,14:30,ZH,,7798,34,11,8,,147,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-29,14:30,ZH,,7859,31,12,8,,147,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-09-30,14:30,ZH,,7994,31,11,9,,147,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-01,14:30,ZH,,8091,28,10,9,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-02,14:30,ZH,,8223,31,8,8,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-03,14:30,ZH,,8322,32,8,8,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-04,14:30,ZH,,8522,32,8,8,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-05,14:30,ZH,,8564,31,8,7,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-06,14:30,ZH,,8724,26,6,5,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-07,14:30,ZH,,8907,23,6,4,,148,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-08,14:30,ZH,,9055,24,6,4,,149,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-09,14:30,ZH,,9290,36,5,4,,149,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-10,14:30,ZH,,9559,42,6,4,,150,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-11,14:30,ZH,,9769,50,7,4,,150,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-12,14:30,ZH,,9942,51,9,7,,150,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-13,14:30,ZH,,10172,45,7,6,,150,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-14,14:30,ZH,,10400,47,9,7,,151,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-15,14:30,ZH,,10740,47,9,7,,151,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-16,14:30,ZH,,11454,62,10,7,,154,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-17,14:30,ZH,,11994,60,8,6,,154,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-18,14:30,ZH,,12518,71,10,6,,155,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-19,14:30,ZH,,12723,84,10,5,,156,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-20,14:30,ZH,,13049,90,12,6,,157,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-21,14:30,ZH,,14033,99,13,8,,157,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-22,14:30,ZH,,14811,101,15,10,,159,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-23,14:30,ZH,,15495,112,20,13,,160,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-24,14:30,ZH,,16249,130,21,16,,161,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-25,14:30,ZH,,17324,159,22,14,,163,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-26,14:30,ZH,,17802,180,22,16,,168,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-27,14:30,ZH,,18499,200,26,19,,172,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-28,14:30,ZH,,19524,201,24,17,,175,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-29,14:30,ZH,,20888,221,26,21,,183,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-30,14:30,ZH,,21907,239,31,22,,186,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-10-31,14:30,ZH,,22964,237,39,26,,189,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-11-01,14:30,ZH,,23863,258,38,31,,191,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-11-02,14:30,ZH,,24291,286,41,32,,200,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-11-03,14:30,ZH,,24750,324,48,32,,203,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-11-04,14:30,ZH,,25848,336,52,33,,208,https://www.zh.ch/de/gesundheit/coronavirus.html,
2020-11-05,14:30,ZH,,27048,326,52,39,,214,https://www.zh.ch/de/gesundheit/coronavirus.html,
