Date,Area,AgeYear,Gender,NewConfCases,NewDeaths,Source
2020-03-07,Canton_ZH,28,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-07,Canton_ZH,49,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-07,Canton_ZH,53,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-07,Canton_ZH,61,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,32,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,41,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,52,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,62,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,79,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-08,Canton_ZH,95,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,25,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,34,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,42,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,50,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,64,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-09,Canton_ZH,74,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,1,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,16,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,17,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,21,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,29,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,30,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,31,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,35,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,41,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,62,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-10,Canton_ZH,69,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,18,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,28,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,29,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,30,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,31,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,32,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,32,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,38,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,39,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,41,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,43,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,46,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,48,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,49,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,51,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,52,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,53,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,54,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,56,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,56,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,57,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,62,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,62,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,63,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,66,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,68,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,74,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,79,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-11,Canton_ZH,84,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,5,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,10,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,17,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,22,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,23,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,23,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,26,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,27,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,27,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,28,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,31,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,32,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,38,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,40,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,41,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,43,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,44,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,45,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,47,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,48,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,49,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,52,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,54,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,55,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,56,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,58,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,60,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,61,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,62,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,63,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,83,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-12,Canton_ZH,93,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,17,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,24,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,29,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,33,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,35,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,36,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,40,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,45,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,45,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,48,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,51,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,52,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,55,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,56,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,59,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,63,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,69,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,75,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,86,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-13,Canton_ZH,89,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,0,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,5,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,19,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,22,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,24,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,25,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,27,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,30,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,31,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,33,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,34,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,35,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,37,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,39,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,39,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,41,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,41,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,43,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,45,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,46,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,47,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,49,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,50,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,53,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,53,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,55,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,55,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,56,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,57,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,57,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,58,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,59,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,60,,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,61,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,62,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,67,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,68,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,71,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,77,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,78,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,79,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,80,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,84,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,86,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,86,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-14,Canton_ZH,90,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,18,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,25,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,31,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,35,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,36,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,36,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,39,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,40,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,42,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,43,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,44,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,50,F,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,50,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,51,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,52,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,53,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,54,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,55,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,56,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,57,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,58,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,60,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,64,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,72,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,74,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,76,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,79,M,2,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-15,Canton_ZH,89,M,0,1,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,11,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,18,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,21,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,25,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,25,M,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
2020-03-16,Canton_ZH,26,F,1,0,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html
