date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined
2020-03-19,14:30,ZH,,679,,,,,,3,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-20,14:30,ZH,,711,,83,0,15,,4,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-21,14:30,ZH,,918,,83,0,23,,5,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-22,14:30,ZH,,977,,110,0,22,,6,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-23,14:30,ZH,,1066,,127,0,27,,6,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-24,14:30,ZH,,1212,,138,0,26,,8,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-25,14:30,ZH,,1356,,146,0,28,,10,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-26,14:30,ZH,,1488,,156,0,35,,13,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-27,14:30,ZH,,1614,,171,0,38,,15,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-28,14:30,ZH,,1688,,187,0,42,,19,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-29,14:30,ZH,,1720,,194,0,46,,22,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-30,14:30,ZH,,1846,,197,0,46,,24,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-03-31,14:30,ZH,,1934,,196,0,50,,27,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-01,14:30,ZH,,2123,,203,0,54,,36,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-02,14:30,ZH,,2287,,200,0,53,,39,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-03,14:30,ZH,,2415,,207,0,57,,41,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-04,14:30,ZH,,2448,,194,0,59,,48,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-05,14:30,ZH,,2478,,194,0,59,,52,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-06,14:30,ZH,,2592,,198,0,58,,54,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-07,14:30,ZH,,2675,,181,0,60,,56,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-08,14:30,ZH,,2769,,170,0,56,,64,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-09,14:30,ZH,,2866,,165,0,55,,66,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-10,14:30,ZH,,2906,,152,0,50,,71,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-11,14:30,ZH,,2964,,149,0,50,,77,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-12,14:30,ZH,,2981,,153,0,49,,79,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-13,14:30,ZH,,2998,,154,0,50,,83,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-14,14:30,ZH,,3045,,149,0,52,,87,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-15,14:30,ZH,,3091,,136,0,50,,91,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-16,14:30,ZH,,3125,,135,0,51,,95,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-17,14:30,ZH,,3148,,123,0,45,,100,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-18,14:30,ZH,,3187,,114,0,44,,105,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-19,14:30,ZH,,3214,,116,0,43,,106,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-20,14:30,ZH,,3230,,121,0,43,,108,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-21,14:30,ZH,,3255,,110,0,41,,110,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-22,14:30,ZH,,3294,,110,0,44,,111,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-23,14:30,ZH,,3309,,96,0,44,,114,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-24,14:30,ZH,,3334,,83,46,42,,115,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-25,14:30,ZH,,3365,,77,44,38,,117,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-26,14:30,ZH,,3368,,75,33,26,,117,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-27,14:30,ZH,,3386,,73,33,24,,121,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-28,14:30,ZH,,3401,,84,25,19,,121,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-29,14:30,ZH,,3430,,82,25,19,,124,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-04-30,14:30,ZH,,3441,,61,21,15,,126,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-01,14:30,ZH,,3454,,43,20,14,,126,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-02,14:30,ZH,,3457,,41,19,13,,126,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-03,14:30,ZH,,3461,,42,19,12,,126,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-04,14:30,ZH,,3463,,43,18,11,,126,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-05,14:30,ZH,,3479,,54,16,9,,127,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-06,14:30,ZH,,3494,,53,14,7,,128,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-07,14:30,ZH,,3504,,50,12,7,,128,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-08,14:30,ZH,,3514,,47,8,5,,128,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-09,14:30,ZH,,3519,,37,8,5,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-10,14:30,ZH,,3522,,40,10,5,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-11,14:30,ZH,,3527,,44,10,5,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-12,14:30,ZH,,3529,,44,9,7,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-13,14:30,ZH,,3535,,38,11,8,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-14,14:30,ZH,,3540,,36,12,7,,129,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-15,14:30,ZH,,3542,,33,12,7,,130,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-16,14:30,ZH,,3547,,32,13,8,,130,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-17,14:30,ZH,,3549,,33,12,8,,130,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-18,14:30,ZH,,3553,,33,12,8,,130,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-19,14:30,ZH,,3557,,30,8,6,,131,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-20,14:30,ZH,,3561,,29,7,4,,131,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-21,14:30,ZH,,3562,,25,6,3,,132,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-22,14:30,ZH,,3564,,31,8,4,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-23,14:30,ZH,,3566,,26,7,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-24,14:30,ZH,,3567,,28,8,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-25,14:30,ZH,,3569,,23,8,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-26,14:30,ZH,,3575,,19,6,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,14,58
2020-05-27,14:30,ZH,,3578,,18,4,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-28,14:30,ZH,,3583,,20,2,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-29,14:30,ZH,,3589,,15,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,22,67
2020-05-30,14:30,ZH,,3595,,12,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-05-31,14:30,ZH,,3595,,11,3,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-01,14:30,ZH,,3595,,11,3,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-02,14:30,ZH,,3597,,11,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,18,47
2020-06-03,14:30,ZH,,3600,,9,5,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,18,47
2020-06-04,14:30,ZH,,3608,,9,5,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,19,68
2020-06-05,14:30,ZH,,3614,,8,2,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,19,68
2020-06-06,14:30,ZH,,3618,,7,2,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-07,14:30,ZH,,3618,,7,2,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-08,14:30,ZH,,3618,,7,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,19,68
2020-06-09,14:30,ZH,,3618,,6,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,16,37
2020-06-10,14:30,ZH,,3621,,7,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,16,37
2020-06-11,14:30,ZH,,3623,,8,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,20,64
2020-06-12,14:30,ZH,,3625,,9,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,20,64
2020-06-13,14:30,ZH,,3628,,8,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-14,14:30,ZH,,3633,,9,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-15,14:30,ZH,,3640,,9,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,20,64
2020-06-16,14:30,ZH,,3647,,8,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,23,64
2020-06-17,14:30,ZH,,3657,,8,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,23,64
2020-06-18,14:30,ZH,,3662,,10,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,41,124
2020-06-19,14:30,ZH,,3663,,9,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,41,124
2020-06-20,14:30,ZH,,3670,,10,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-21,14:30,ZH,,3675,,10,0,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-22,14:30,ZH,,3678,,11,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,41,124
2020-06-23,14:30,ZH,,3682,,10,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,18,151
2020-06-24,14:30,ZH,,3698,,8,1,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,18,151
2020-06-25,14:30,ZH,,3706,,7,4,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,59,122
2020-06-26,14:30,ZH,,3725,,7,5,1,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,59,122
2020-06-27,14:30,ZH,,3737,,8,5,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-28,14:30,ZH,,3748,,8,5,0,,133,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-29,14:30,ZH,,3757,,10,7,1,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-06-30,14:30,ZH,,3785,,12,2,0,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,92,636
2020-07-01,14:30,ZH,,3833,,13,2,0,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,92,636
2020-07-02,14:30,ZH,,3889,,10,0,0,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,165,540
2020-07-03,14:30,ZH,,3912,,8,0,0,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,165,540
2020-07-04,14:30,ZH,,3925,,9,0,0,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,165,540
2020-07-05,14:30,ZH,,3933,,11,1,1,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,165,540
2020-07-06,14:30,ZH,,3952,,12,2,2,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,165,540
2020-07-07,14:30,ZH,,3977,,13,2,2,,134,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,181,914
2020-07-08,14:30,ZH,,4000,,11,4,3,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,181,914
2020-07-09,14:30,ZH,,4019,,12,5,3,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,184,444
2020-07-10,14:30,ZH,,4039,,12,5,3,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,184,444
2020-07-11,14:30,ZH,,4050,,12,5,3,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,184,444
2020-07-12,14:30,ZH,,4068,,20,6,3,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,184,444
2020-07-13,14:30,ZH,,4085,,26,7,5,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,184,444
2020-07-14,14:30,ZH,,4112,,24,10,6,,136,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,152,418
2020-07-15,14:30,ZH,,4144,,24,9,6,,137,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,152,418
2020-07-16,14:30,ZH,,4159,,23,8,6,,137,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,158,436
2020-07-17,14:30,ZH,,4188,,26,9,6,,137,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,158,436
2020-07-18,14:30,ZH,,4203,,24,7,6,,137,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,158,436
2020-07-19,14:30,ZH,,4216,,24,7,6,,137,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,158,436
2020-07-20,14:30,ZH,,4231,,29,6,4,,138,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,158,436
2020-07-21,14:30,ZH,,4269,,26,5,3,,138,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,175,402
2020-07-22,14:30,ZH,,4296,,24,5,3,,138,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,175,402
2020-07-23,14:30,ZH,,4320,,24,4,3,,138,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,198,438
2020-07-24,14:30,ZH,,4343,,26,5,2,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,198,438
2020-07-25,14:30,ZH,,4357,,26,4,1,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,198,438
2020-07-26,14:30,ZH,,4363,,24,4,1,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,198,438
2020-07-27,14:30,ZH,,4383,,26,5,2,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,198,438
2020-07-28,14:30,ZH,,4408,,25,7,3,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,224,478
2020-07-29,14:30,ZH,,4453,,27,8,3,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,224,478
2020-07-30,14:30,ZH,,4483,,27,7,5,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,,
2020-07-31,14:30,ZH,,4514,,34,7,5,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,267,536
2020-08-01,14:30,ZH,,4537,,36,7,5,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,267,536
2020-08-02,14:30,ZH,,4548,,36,7,4,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,267,536
2020-08-03,14:30,ZH,,4560,,36,6,4,,139,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,267,536
2020-08-04,14:30,ZH,,4579,,35,6,4,,140,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,437,556
2020-08-05,14:30,ZH,,4630,,29,6,4,,140,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,437,556
2020-08-06,14:30,ZH,,4665,,25,5,4,,141,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,358,659
2020-08-07,14:30,ZH,,4697,,25,7,6,,141,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,358,659
2020-08-08,14:30,ZH,,4738,,26,7,6,,141,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,358,659
2020-08-09,14:30,ZH,,4754,,28,7,6,,141,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,358,659
2020-08-10,14:30,ZH,,4793,,27,5,5,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,358,659
2020-08-11,14:30,ZH,,4857,,27,5,5,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,435,604
2020-08-12,14:30,ZH,,4909,,27,5,5,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,435,604
2020-08-13,14:30,ZH,,4965,,27,6,6,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,536,703
2020-08-14,14:30,ZH,,5025,,26,6,6,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,536,703
2020-08-15,14:30,ZH,,5087,,26,6,6,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,536,703
2020-08-16,14:30,ZH,,5116,,29,7,7,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,536,703
2020-08-17,14:30,ZH,,5160,,33,9,9,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,536,703
2020-08-18,14:30,ZH,,5226,,33,9,9,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,651,1142
2020-08-19,14:30,ZH,,5295,,32,9,9,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,651,1142
2020-08-20,14:30,ZH,,5370,,30,10,8,,142,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,514,934
2020-08-21,14:30,ZH,,5453,,25,9,7,,143,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,514,934
2020-08-22,14:30,ZH,,5497,,23,12,7,,143,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,514,934
2020-08-23,14:30,ZH,,5538,,25,11,6,,143,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,514,934
2020-08-24,14:30,ZH,,5570,,22,9,5,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,514,934
2020-08-25,14:30,ZH,,5620,,16,9,5,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,477,919
2020-08-26,14:30,ZH,,5737,,19,8,6,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,477,919
2020-08-27,14:30,ZH,,5833,,18,7,5,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,561,1062
2020-08-28,14:30,ZH,,5921,,19,9,6,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,561,1062
2020-08-29,14:30,ZH,,5984,,19,8,5,,144,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,561,1062
2020-08-30,14:30,ZH,,6037,,21,9,5,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,561,1062
2020-08-31,14:30,ZH,,6057,,22,8,6,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,561,1062
2020-09-01,14:30,ZH,,6125,,26,7,6,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,503,1074
2020-09-02,14:30,ZH,,6217,,27,11,7,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,503,1074
2020-09-03,14:30,ZH,,6289,,28,11,7,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,593,1378
2020-09-04,14:30,ZH,,6385,,28,11,7,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,593,1378
2020-09-05,14:30,ZH,,6463,,30,13,8,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,593,1378
2020-09-06,14:30,ZH,,6505,,31,12,8,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,593,1378
2020-09-07,14:30,ZH,,6548,,34,12,8,,145,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,593,1378
2020-09-08,14:30,ZH,,6642,,31,11,9,,146,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,506,1043
2020-09-09,14:30,ZH,,6703,,29,10,8,,146,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,506,1043
2020-09-10,14:30,ZH,,6788,,26,10,8,,146,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,569,1066
2020-09-11,14:30,ZH,,6876,,25,10,8,,148,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html,569,1066
